,Team Name,Team Region,Shots,Goals,Saves,Assists,Time at Full Boost,Total Distance Moved,Time at Supersonic Speed,Time in High Air,Powerslide Distance,Demos Inflicted,Demos Taken,Score,Winner,Demos Per Goal,ShotsPerGoal
3205,KUXIR'S MINIONS,Europe,41.0,10.0,25.0,8.0,573.97,7756223.0,830.97,259.34,971.0,17.0,13.0,3,True,1.7,4.1
3206,SK GAMING,Europe,35.0,7.0,7.0,4.0,359.3,4425553.0,385.0,230.52,591.0,10.0,6.0,3,True,1.43,5.0
3207,WYLDE,Europe,13.0,2.0,20.0,2.0,314.03,4055556.0,322.0,202.33,420.0,6.0,10.0,0,False,3.0,6.5
3208,VODAFONE GIANTS,Europe,32.0,8.0,23.0,5.0,427.01,6113124.0,649.31,244.07,787.0,22.0,14.0,1,False,2.75,4.0
3209,TEAM QUESO,Europe,42.0,12.0,17.0,10.0,475.36,6189874.0,734.36,253.85,809.0,14.0,22.0,3,True,1.17,3.5
3210,GERMARK,Europe,28.0,4.0,10.0,3.0,358.47,5493735.0,524.53,239.88,703.0,11.0,15.0,0,False,2.75,7.0
3211,NATUS VINCERE,Europe,31.0,10.0,13.0,8.0,450.15,5431047.0,474.38,232.85,887.0,15.0,11.0,3,True,1.5,3.1
3212,TEAM LIQUID,Europe,45.0,12.0,14.0,11.0,496.21,6622210.0,736.59,273.59,892.0,10.0,12.0,3,True,0.83,3.75
3213,LILLE ESPORT,Europe,29.0,8.0,26.0,6.0,459.68,6366411.0,579.07,327.82,751.0,12.0,10.0,1,False,1.5,3.62
3214,TEAM SINGULARITY,Europe,32.0,5.0,24.0,3.0,503.45,7522596.0,744.83,338.4,1239.0,6.0,17.0,3,True,1.2,6.4
3215,BS+COMPETITION,Europe,40.0,4.0,22.0,3.0,687.69,7215583.0,541.03,291.8,911.0,17.0,6.0,2,False,4.25,10.0
3216,KARMINE CORP,Europe,33.0,6.0,9.0,4.0,236.06,4496473.0,406.2,223.74,870.0,2.0,13.0,0,False,0.33,5.5
3217,KUXIR'S MINIONS,Europe,22.0,9.0,25.0,9.0,297.8,4624820.0,463.84,163.96,655.0,13.0,2.0,3,True,1.44,2.44
3218,GUILD ESPORTS,Europe,19.0,4.0,16.0,4.0,371.01,4539457.0,501.08,187.54,711.0,7.0,7.0,0,False,1.75,4.75
3219,TEAM QUESO,Europe,29.0,9.0,12.0,6.0,433.09,4451763.0,474.78,216.1,614.0,7.0,7.0,3,True,0.78,3.22
3220,SK GAMING,Europe,33.0,8.0,10.0,7.0,395.91,5502274.0,542.35,238.48,771.0,5.0,10.0,3,True,0.62,4.12
3221,NATUS VINCERE,Europe,22.0,5.0,16.0,4.0,473.21,5360139.0,527.0,191.74,914.0,10.0,5.0,0,False,2.0,4.4
3222,EVIL GENIUSES,Europe,48.0,5.0,21.0,5.0,594.04,7467144.0,697.88,356.08,1125.0,11.0,11.0,3,True,2.2,9.6
3223,TEAM SINGULARITY,Europe,30.0,4.0,33.0,3.0,493.85,7629791.0,735.83,335.62,1297.0,11.0,11.0,2,False,2.75,7.5
3224,VODAFONE GIANTS,Europe,49.0,11.0,13.0,11.0,512.45,6467194.0,685.71,268.86,825.0,16.0,13.0,3,True,1.45,4.45
3225,GERMARK,Europe,28.0,10.0,30.0,9.0,424.73,6039493.0,544.18,270.54,747.0,13.0,16.0,1,False,1.3,2.8
3226,WYLDE,Europe,39.0,10.0,29.0,9.0,463.36,7181789.0,642.54,328.65,797.0,10.0,10.0,3,True,1.0,3.9
3227,TEAM LIQUID,Europe,47.0,10.0,23.0,9.0,575.39,7934717.0,928.7,334.78,1015.0,10.0,10.0,2,False,1.0,4.7
3228,KARMINE CORP,Europe,26.0,9.0,9.0,7.0,241.08,4353320.0,386.14,215.78,832.0,4.0,10.0,3,True,0.44,2.89
3229,WYLDE,Europe,13.0,3.0,13.0,2.0,255.14,4228715.0,373.46,191.85,505.0,10.0,4.0,0,False,3.33,4.33
3230,NATUS VINCERE,Europe,16.0,2.0,22.0,1.0,372.96,4438793.0,440.36,186.45,760.0,10.0,13.0,0,False,5.0,8.0
3231,VODAFONE GIANTS,Europe,38.0,9.0,15.0,9.0,330.16,4672662.0,470.61,195.75,613.0,13.0,10.0,3,True,1.44,4.22
3232,GUILD ESPORTS,Europe,22.0,0.0,14.0,0.0,486.66,4724432.0,498.47,172.74,687.0,3.0,7.0,0,False,inf,inf
3233,EVIL GENIUSES,Europe,21.0,3.0,17.0,2.0,317.61,4445306.0,369.65,179.11,683.0,7.0,3.0,3,True,2.33,7.0
3234,ENDGAME,South America,28.0,9.0,6.0,5.0,445.37,4856586.0,509.77,251.78,575.0,18.0,5.0,3,True,2.0,3.11
3235,BANDIDO NÃO DANÇA,South America,14.0,5.0,16.0,3.0,375.15,4552458.0,411.94,157.09,476.0,5.0,18.0,0,False,1.0,2.8
3238,ELEVATE,South America,31.0,13.0,15.0,10.0,405.89,4838192.0,684.85,204.98,527.0,13.0,5.0,3,True,1.0,2.38
3239,ANKOR GAMING,South America,22.0,4.0,11.0,3.0,282.43,4551529.0,523.51,166.5,592.0,5.0,13.0,0,False,1.25,5.5
3244,NOCTURNS GAMING,South America,29.0,7.0,15.0,6.0,349.71,5708503.0,597.57,192.96,734.0,13.0,13.0,0,False,1.86,4.14
3245,BALLISTIC,South America,34.0,11.0,17.0,8.0,416.82,5406759.0,598.45,211.32,797.0,13.0,13.0,3,True,1.18,3.09
3246,FTW ESPORTS,South America,32.0,10.0,20.0,8.0,522.21,7402859.0,732.1,338.9,734.0,7.0,14.0,2,False,0.7,3.2
3247,FREEDOM,South America,48.0,14.0,16.0,13.0,588.11,7856961.0,974.09,338.09,1043.0,14.0,7.0,3,True,1.0,3.43
3250,ENDGAME,South America,25.0,9.0,12.0,8.0,370.17,4611292.0,512.09,242.45,564.0,9.0,4.0,3,True,1.0,2.78
3251,TRUE NEUTRAL,South America,15.0,3.0,14.0,3.0,291.42,4476711.0,469.61,200.83,686.0,4.0,9.0,0,False,1.33,5.0
3256,BALLISTIC,South America,18.0,3.0,19.0,2.0,302.6,4335145.0,483.98,180.94,684.0,12.0,8.0,0,False,4.0,6.0
3257,VIPERS ESPORTS,South America,29.0,6.0,15.0,5.0,286.26,4365076.0,454.47,182.25,539.0,8.0,12.0,3,True,1.33,4.83
3260,FTW ESPORTS,South America,45.0,13.0,14.0,9.0,608.35,7357513.0,750.12,273.45,761.0,14.0,21.0,3,True,1.08,3.46
3261,ANKOR GAMING,South America,31.0,11.0,27.0,9.0,446.92,7414030.0,808.96,314.83,1034.0,21.0,14.0,2,False,1.91,2.82
3266,ENDGAME,South America,51.0,9.0,22.0,8.0,676.62,8127550.0,779.56,371.6,1144.0,26.0,22.0,2,False,2.89,5.67
3267,VIPERS ESPORTS,South America,44.0,9.0,27.0,6.0,522.43,7973872.0,743.34,349.46,1071.0,22.0,26.0,3,True,2.44,4.89
3270,BALLISTIC,South America,24.0,8.0,20.0,7.0,346.9,6024567.0,691.23,217.71,942.0,19.0,9.0,1,False,2.38,3.0
3271,BANDIDO NÃO DANÇA,South America,33.0,10.0,12.0,7.0,565.19,5924759.0,600.24,245.34,610.0,9.0,19.0,3,True,0.9,3.3
3276,TRUE NEUTRAL,South America,45.0,8.0,26.0,7.0,745.09,8238024.0,862.86,354.42,1198.0,16.0,10.0,3,True,2.0,5.62
3277,FTW ESPORTS,South America,40.0,10.0,29.0,8.0,574.15,7712126.0,746.77,338.57,819.0,10.0,16.0,2,False,1.0,4.0
3278,BENZ TRUCK,South America,24.0,6.0,16.0,5.0,507.04,5920799.0,499.65,252.13,968.0,9.0,15.0,1,False,1.5,4.0
3279,ANKOR GAMING,South America,37.0,12.0,13.0,10.0,537.41,6209267.0,676.75,264.02,756.0,15.0,9.0,3,True,1.25,3.08
3282,ENDGAME,South America,46.0,11.0,13.0,7.0,524.65,6244542.0,661.74,288.26,752.0,12.0,14.0,3,True,1.09,4.18
3283,NOCTURNS GAMING,South America,23.0,7.0,23.0,7.0,330.68,5969615.0,577.66,245.86,744.0,14.0,12.0,1,False,2.0,3.29
3288,BALLISTIC,South America,34.0,6.0,25.0,6.0,455.76,7065902.0,723.74,289.85,1109.0,15.0,7.0,3,True,2.5,5.67
3289,SACRED INFINITY,South America,35.0,4.0,22.0,3.0,425.35,7276436.0,692.65,289.78,1271.0,7.0,15.0,2,False,1.75,8.75
3290,ENDLXSS TEAM,South America,31.0,7.0,9.0,7.0,384.34,4460355.0,432.68,186.15,856.0,11.0,11.0,3,True,1.57,4.43
3291,ANKOR GAMING,South America,14.0,3.0,16.0,2.0,261.89,4373206.0,435.37,141.1,562.0,11.0,11.0,0,False,3.67,4.67
3292,EMIT7,South America,33.0,8.0,19.0,8.0,464.17,6695777.0,805.97,276.28,741.0,17.0,14.0,1,False,2.12,4.12
3293,FTW ESPORTS,South America,39.0,10.0,21.0,8.0,476.12,6261210.0,586.75,257.71,660.0,14.0,17.0,3,True,1.4,3.9
3294,NOCTURNS GAMING,South America,22.0,5.0,17.0,5.0,356.43,6012057.0,620.14,242.09,714.0,10.0,8.0,1,False,2.0,4.4
3295,FTW ESPORTS,South America,35.0,11.0,12.0,9.0,441.67,5992901.0,647.44,271.57,594.0,8.0,10.0,3,True,0.73,3.18
3298,TRUE NEUTRAL,South America,29.0,13.0,11.0,9.0,388.18,4774946.0,606.4,220.41,643.0,12.0,13.0,3,True,0.92,2.23
3299,BALLISTIC,South America,17.0,4.0,7.0,2.0,304.6,4607767.0,574.12,166.98,762.0,13.0,12.0,0,False,3.25,4.25
3300,TOKYO VERDY ESPORTS,Asia-Pacific North,33.0,14.0,3.0,10.0,215.92,4685433.0,471.47,229.65,794.0,5.0,6.0,3,True,0.36,2.36
3301,FALL MOUNTAIN,Asia-Pacific North,9.0,3.0,14.0,2.0,285.21,4380693.0,400.77,197.56,674.0,6.0,5.0,0,False,2.0,3.0
3302,DETONATOR,Asia-Pacific North,36.0,14.0,5.0,9.0,293.82,4970781.0,725.13,152.98,859.0,44.0,7.0,3,True,3.14,2.57
3303,NOVEL FRONTIER,Asia-Pacific North,10.0,3.0,17.0,1.0,194.52,4496595.0,431.88,176.2,586.0,7.0,44.0,0,False,2.33,3.33
3304,TEAM GANDERS,Asia-Pacific North,40.0,14.0,7.0,14.0,343.58,4563535.0,431.07,204.98,511.0,5.0,6.0,3,True,0.36,2.86
3305,KOKEKOKE KICKERS,Asia-Pacific North,13.0,4.0,11.0,0.0,202.1,4560640.0,416.1,159.23,616.0,6.0,5.0,0,False,1.5,3.25
3306,HILLTOP PICNIC,Asia-Pacific North,40.0,9.0,17.0,8.0,483.34,7340139.0,722.1,245.47,1086.0,31.0,7.0,3,True,3.44,4.44
3307,DOGMA,Asia-Pacific North,26.0,5.0,26.0,3.0,484.7,6827885.0,521.36,225.79,1244.0,7.0,31.0,2,False,1.4,5.2
3308,NIMMT55,Asia-Pacific North,35.0,10.0,10.0,9.0,261.92,4543845.0,403.89,182.41,738.0,1.0,3.0,3,True,0.1,3.5
3309,BLAST,Asia-Pacific North,16.0,3.0,21.0,3.0,241.36,4365157.0,375.24,166.24,962.0,3.0,1.0,0,False,1.0,5.33
3310,METHOD2MADNESS,Asia-Pacific North,27.0,7.0,8.0,7.0,359.72,5880742.0,534.47,204.32,476.0,13.0,7.0,3,True,1.86,3.86
3311,NOR,Asia-Pacific North,14.0,5.0,16.0,4.0,353.69,5740029.0,447.61,190.36,970.0,7.0,13.0,1,False,1.4,2.8
3312,XAYFHERS,Asia-Pacific North,22.0,7.0,11.0,6.0,289.35,4582433.0,354.97,200.11,550.0,7.0,9.0,3,True,1.0,3.14
3313,TEAM INHERITS MICRO,Asia-Pacific North,16.0,1.0,10.0,0.0,288.14,4592735.0,353.21,191.12,708.0,9.0,7.0,0,False,9.0,16.0
3314,GRACESBLAZE ANIMA,Asia-Pacific North,30.0,7.0,7.0,6.0,252.62,4862064.0,446.97,182.33,802.0,9.0,8.0,0,False,1.29,4.29
3315,MOTI MOTI GAMING,Asia-Pacific North,20.0,11.0,20.0,10.0,255.22,4920754.0,522.36,160.49,688.0,8.0,9.0,3,True,0.73,1.82
3316,TOKYO VERDY ESPORTS,Asia-Pacific North,39.0,13.0,6.0,10.0,207.61,4469139.0,462.06,157.35,815.0,6.0,10.0,3,True,0.46,3.0
3317,HILLTOP PICNIC,Asia-Pacific North,10.0,0.0,20.0,0.0,272.86,4422922.0,429.9,130.79,632.0,10.0,6.0,0,False,inf,inf
3318,DETONATOR,Asia-Pacific North,39.0,8.0,10.0,6.0,403.89,5247329.0,568.05,205.2,975.0,19.0,7.0,3,True,2.38,4.88
3319,METHOD2MADNESS,Asia-Pacific North,13.0,1.0,24.0,1.0,221.97,5086483.0,417.41,175.97,391.0,7.0,19.0,0,False,7.0,13.0
3320,TEAM GANDERS,Asia-Pacific North,28.0,8.0,13.0,7.0,315.42,4309473.0,351.66,215.77,504.0,7.0,11.0,3,True,0.88,3.5
3321,MOTI MOTI GAMING,Asia-Pacific North,17.0,2.0,15.0,2.0,220.7,4450865.0,427.57,154.27,678.0,11.0,7.0,0,False,5.5,8.5
3322,NIMMT55,Asia-Pacific North,47.0,11.0,16.0,9.0,432.18,8399297.0,770.34,321.28,1381.0,19.0,9.0,2,False,1.73,4.27
3323,XAYFHERS,Asia-Pacific North,32.0,12.0,30.0,10.0,435.27,8064561.0,647.73,303.76,1068.0,9.0,19.0,3,True,0.75,2.67
3324,DOGMA,Asia-Pacific North,39.0,9.0,23.0,7.0,630.93,8332185.0,663.09,305.78,1429.0,7.0,20.0,2,False,0.78,4.33
3325,FALL MOUNTAIN,Asia-Pacific North,37.0,11.0,21.0,9.0,502.35,8517684.0,843.05,339.19,1393.0,20.0,7.0,3,True,1.82,3.36
3326,NOR,Asia-Pacific North,38.0,14.0,29.0,11.0,465.02,7692408.0,574.91,254.85,1266.0,16.0,15.0,3,True,1.14,2.71
3327,NOVEL FRONTIER,Asia-Pacific North,54.0,13.0,18.0,11.0,416.49,8321195.0,802.89,266.86,1162.0,15.0,16.0,2,False,1.15,4.15
3328,GRACESBLAZE ANIMA,Asia-Pacific North,28.0,9.0,13.0,7.0,377.35,6041409.0,482.16,205.24,940.0,11.0,6.0,1,False,1.22,3.11
3329,KOKEKOKE KICKERS,Asia-Pacific North,29.0,11.0,15.0,8.0,286.73,6061060.0,515.74,240.79,774.0,6.0,11.0,3,True,0.55,2.64
3330,TEAM INHERITS MICRO,Asia-Pacific North,39.0,10.0,16.0,6.0,565.93,7191078.0,579.02,244.37,1005.0,16.0,16.0,3,True,1.6,3.9
3331,BLAST,Asia-Pacific North,28.0,7.0,24.0,6.0,411.21,7183076.0,635.76,249.2,1484.0,16.0,16.0,2,False,2.29,4.0
3332,TOKYO VERDY ESPORTS,Asia-Pacific North,40.0,14.0,10.0,11.0,243.34,6006076.0,502.31,269.1,1058.0,6.0,9.0,3,True,0.43,2.86
3333,XAYFHERS,Asia-Pacific North,24.0,8.0,19.0,7.0,277.68,5893064.0,448.28,255.32,778.0,9.0,6.0,1,False,1.12,3.0
3334,DETONATOR,Asia-Pacific North,42.0,6.0,22.0,5.0,512.86,7583663.0,775.45,276.93,1317.0,20.0,12.0,2,False,3.33,7.0
3335,TEAM GANDERS,Asia-Pacific North,32.0,8.0,27.0,4.0,434.79,7230781.0,583.51,304.69,1006.0,12.0,20.0,3,True,1.5,4.0
3336,NIMMT55,Asia-Pacific North,36.0,14.0,12.0,11.0,264.93,4562843.0,421.1,191.03,737.0,4.0,6.0,3,True,0.29,2.57
3337,FALL MOUNTAIN,Asia-Pacific North,17.0,4.0,15.0,4.0,308.22,4507353.0,414.21,160.69,743.0,6.0,4.0,0,False,1.5,4.25
3338,MOTI MOTI GAMING,Asia-Pacific North,46.0,12.0,18.0,6.0,434.1,8303648.0,794.61,268.21,1247.0,8.0,12.0,2,False,0.67,3.83
3339,TEAM INHERITS MICRO,Asia-Pacific North,34.0,10.0,25.0,8.0,539.19,8033315.0,710.95,219.85,1157.0,12.0,8.0,3,True,1.2,3.4
3340,METHOD2MADNESS,Asia-Pacific North,10.0,2.0,13.0,2.0,307.53,4333128.0,391.45,146.92,326.0,14.0,5.0,0,False,7.0,5.0
3341,KOKEKOKE KICKERS,Asia-Pacific North,24.0,7.0,5.0,6.0,183.84,4065698.0,366.18,137.12,538.0,5.0,14.0,3,True,0.71,3.43
3342,HILLTOP PICNIC,Asia-Pacific North,24.0,6.0,15.0,5.0,436.95,6308816.0,725.84,237.45,849.0,24.0,10.0,1,False,4.0,4.0
3343,NOR,Asia-Pacific North,26.0,8.0,8.0,8.0,299.09,5799905.0,451.98,186.56,953.0,10.0,24.0,3,True,1.25,3.25
3344,DOGMA,Asia-Pacific North,43.0,17.0,13.0,10.0,488.66,7427180.0,555.96,214.82,1469.0,10.0,14.0,3,True,0.59,2.53
3345,GRACESBLAZE ANIMA,Asia-Pacific North,26.0,11.0,18.0,9.0,372.45,7734567.0,687.01,292.26,1347.0,14.0,10.0,2,False,1.27,2.36
3346,BLAST,Asia-Pacific North,21.0,4.0,19.0,3.0,357.38,6052544.0,505.86,181.23,1250.0,10.0,8.0,1,False,2.5,5.25
3347,NOVEL FRONTIER,Asia-Pacific North,32.0,7.0,11.0,5.0,281.34,6402736.0,611.65,169.87,891.0,8.0,10.0,3,True,1.14,4.57
3348,DETONATOR,Asia-Pacific North,32.0,11.0,8.0,9.0,354.03,4534363.0,510.76,146.17,723.0,24.0,6.0,3,True,2.18,2.91
3349,TEAM INHERITS MICRO,Asia-Pacific North,13.0,3.0,13.0,3.0,263.36,4192029.0,324.25,163.61,618.0,6.0,24.0,0,False,2.0,4.33
3350,XAYFHERS,Asia-Pacific North,36.0,11.0,13.0,7.0,356.16,6399316.0,550.6,243.93,825.0,16.0,11.0,3,True,1.45,3.27
3351,NOR,Asia-Pacific North,20.0,6.0,16.0,6.0,332.28,6172535.0,514.8,205.89,1054.0,11.0,16.0,1,False,1.83,3.33
3352,NIMMT55,Asia-Pacific North,36.0,12.0,11.0,11.0,327.08,6204839.0,584.76,233.29,966.0,17.0,4.0,3,True,1.42,3.0
3353,KOKEKOKE KICKERS,Asia-Pacific North,20.0,7.0,20.0,6.0,261.78,5906470.0,475.09,207.24,710.0,4.0,17.0,1,False,0.57,2.86
3354,MOTI MOTI GAMING,Asia-Pacific North,20.0,11.0,16.0,10.0,227.53,4648305.0,455.66,153.32,719.0,5.0,4.0,3,True,0.45,1.82
3355,NOVEL FRONTIER,Asia-Pacific North,25.0,4.0,4.0,4.0,212.3,4670571.0,435.96,155.24,655.0,4.0,5.0,0,False,1.0,6.25
3356,HILLTOP PICNIC,Asia-Pacific North,45.0,15.0,17.0,9.0,621.43,7786193.0,858.21,248.59,1045.0,30.0,17.0,3,True,2.0,3.0
3357,FALL MOUNTAIN,Asia-Pacific North,31.0,9.0,20.0,4.0,353.48,7290331.0,624.99,233.19,1287.0,17.0,30.0,2,False,1.89,3.44
3358,METHOD2MADNESS,Asia-Pacific North,26.0,6.0,15.0,4.0,396.93,5839764.0,504.16,213.23,515.0,10.0,7.0,1,False,1.67,4.33
3359,DOGMA,Asia-Pacific North,32.0,11.0,18.0,9.0,397.28,5746458.0,433.81,202.35,1046.0,7.0,10.0,3,True,0.64,2.91
3360,KOKEKOKE KICKERS,Asia-Pacific North,12.0,3.0,15.0,2.0,207.07,4212730.0,358.75,172.22,543.0,7.0,21.0,0,False,2.33,4.0
3361,HILLTOP PICNIC,Asia-Pacific North,26.0,10.0,7.0,9.0,360.14,4626840.0,482.9,195.42,626.0,21.0,7.0,3,True,2.1,2.6
3362,NOR,Asia-Pacific North,22.0,10.0,10.0,7.0,257.51,4767630.0,376.88,147.76,857.0,5.0,4.0,3,True,0.5,2.2
3363,MOTI MOTI GAMING,Asia-Pacific North,21.0,6.0,8.0,5.0,206.92,4930476.0,471.1,154.49,630.0,4.0,5.0,0,False,0.67,3.5
3364,TEAM INHERITS MICRO,Asia-Pacific North,19.0,2.0,18.0,1.0,327.38,4899857.0,426.19,154.62,712.0,8.0,5.0,0,False,4.0,9.5
3365,DOGMA,Asia-Pacific North,34.0,11.0,14.0,7.0,355.63,4926007.0,403.8,163.95,892.0,5.0,8.0,3,True,0.45,3.09
3366,DIGNITAS,Europe,44.0,13.0,11.0,10.0,244.14,3111245.0,333.11,157.91,368.0,11.0,4.0,3,True,0.85,3.38
3367,KUXIR'S MINIONS,Europe,19.0,5.0,23.0,5.0,233.31,3032271.0,296.35,126.53,409.0,4.0,11.0,0,False,0.8,3.8
3368,TEAM BDS,Europe,37.0,5.0,26.0,4.0,376.1,7158480.0,626.77,306.42,1027.0,11.0,12.0,3,True,2.2,7.4
3369,FC BARCELONA,Europe,35.0,3.0,24.0,2.0,453.38,7223310.0,675.86,334.61,957.0,12.0,11.0,2,False,4.0,11.67
3370,ENDPOINT,Europe,36.0,12.0,15.0,9.0,319.49,4638775.0,452.89,183.69,585.0,10.0,8.0,3,True,0.83,3.0
3371,VODAFONE GIANTS,Europe,27.0,9.0,20.0,9.0,318.3,4680522.0,504.24,198.78,579.0,8.0,10.0,1,False,0.89,3.0
3372,MISFITS GAMING,Europe,44.0,4.0,29.0,3.0,577.06,7325332.0,815.27,402.11,881.0,20.0,18.0,2,False,5.0,11.0
3373,TEAM QUESO,Europe,46.0,7.0,32.0,5.0,484.9,7201718.0,824.36,406.87,913.0,18.0,20.0,3,True,2.57,6.57
3374,SMPR ESPORTS,Europe,24.0,8.0,16.0,8.0,184.86,3015330.0,275.67,110.58,438.0,6.0,6.0,3,True,0.75,3.0
3375,SK GAMING,Europe,22.0,3.0,14.0,2.0,234.73,2911941.0,258.85,152.67,451.0,6.0,6.0,0,False,2.0,7.33
3376,TEAM VITALITY,Europe,50.0,12.0,28.0,10.0,560.99,8082621.0,870.81,336.06,1316.0,18.0,18.0,3,True,1.5,4.17
3377,WILLIAMS RESOLVE,Europe,37.0,7.0,29.0,6.0,501.12,7868950.0,827.64,334.83,764.0,18.0,18.0,2,False,2.57,5.29
3378,HEROIC,Europe,24.0,3.0,9.0,1.0,261.08,4706350.0,614.09,227.34,667.0,4.0,13.0,0,False,1.33,8.0
3379,KARMINE CORP,Europe,22.0,8.0,16.0,6.0,245.32,4360082.0,366.42,229.75,796.0,13.0,4.0,3,True,1.62,2.75
3380,00 NATION,Europe,13.0,1.0,18.0,1.0,259.14,4120293.0,369.24,190.21,732.0,8.0,6.0,0,False,8.0,13.0
3381,EVIL GENIUSES,Europe,26.0,5.0,9.0,3.0,300.7,4145779.0,409.58,193.23,657.0,6.0,8.0,3,True,1.2,5.2
3382,DIGNITAS,Europe,53.0,19.0,22.0,15.0,521.0,8210913.0,863.53,389.45,949.0,33.0,18.0,3,True,1.74,2.79
3383,TEAM QUESO,Europe,48.0,16.0,26.0,13.0,555.56,8397059.0,978.87,372.67,1232.0,18.0,33.0,2,False,1.12,3.0
3384,SMPR ESPORTS,Europe,60.0,10.0,29.0,8.0,536.82,8618635.0,854.07,406.61,1125.0,17.0,14.0,3,True,1.7,6.0
3385,TEAM VITALITY,Europe,49.0,7.0,39.0,6.0,599.48,8551594.0,816.55,430.61,1443.0,14.0,17.0,2,False,2.0,7.0
3386,EVIL GENIUSES,Europe,24.0,7.0,10.0,6.0,303.76,4480638.0,472.32,186.37,709.0,8.0,11.0,3,True,1.14,3.43
3387,TEAM BDS,Europe,14.0,2.0,13.0,2.0,267.1,4439115.0,411.9,183.42,620.0,11.0,8.0,0,False,5.5,7.0
3388,KARMINE CORP,Europe,26.0,8.0,20.0,6.0,322.65,5727832.0,504.04,330.18,1015.0,8.0,11.0,3,True,1.0,3.25
3389,ENDPOINT,Europe,31.0,5.0,14.0,5.0,501.81,5970531.0,563.43,265.81,805.0,11.0,8.0,1,False,2.2,6.2
3390,MISFITS GAMING,Europe,40.0,10.0,21.0,8.0,548.41,6700094.0,771.27,338.13,928.0,10.0,8.0,1,False,1.0,4.0
3391,KUXIR'S MINIONS,Europe,39.0,13.0,25.0,11.0,475.73,6485189.0,651.44,263.77,828.0,8.0,10.0,3,True,0.62,3.0
3392,WILLIAMS RESOLVE,Europe,22.0,6.0,24.0,6.0,390.91,5377672.0,509.88,233.07,513.0,6.0,11.0,3,True,1.0,3.67
3393,SK GAMING,Europe,30.0,2.0,12.0,2.0,391.3,5448393.0,516.05,185.5,744.0,11.0,6.0,0,False,5.5,15.0
3394,FC BARCELONA,Europe,55.0,9.0,25.0,8.0,570.62,8895119.0,802.7,395.6,1268.0,18.0,16.0,3,True,2.0,6.11
3395,00 NATION,Europe,41.0,7.0,41.0,6.0,645.66,8860927.0,839.85,415.67,1545.0,16.0,18.0,2,False,2.29,5.86
3396,VODAFONE GIANTS,Europe,46.0,10.0,19.0,6.0,437.61,6063007.0,637.49,269.79,797.0,15.0,6.0,3,True,1.5,4.6
3397,HEROIC,Europe,31.0,6.0,27.0,3.0,257.32,6088384.0,693.58,280.69,832.0,6.0,15.0,1,False,1.0,5.17
3398,EVIL GENIUSES,Europe,37.0,6.0,22.0,5.0,345.68,6125032.0,582.43,253.26,929.0,13.0,9.0,3,True,2.17,6.17
3399,SMPR ESPORTS,Europe,31.0,4.0,26.0,4.0,324.15,6143330.0,569.99,247.01,873.0,9.0,13.0,1,False,2.25,7.75
3400,KARMINE CORP,Europe,29.0,5.0,13.0,5.0,387.68,6687268.0,664.66,311.31,1224.0,15.0,17.0,1,False,3.0,5.8
3401,DIGNITAS,Europe,33.0,11.0,20.0,9.0,484.3,6780980.0,765.65,311.55,736.0,17.0,15.0,3,True,1.55,3.0
3402,ENDPOINT,Europe,26.0,8.0,13.0,6.0,389.19,5173749.0,486.41,244.02,709.0,8.0,10.0,3,True,1.0,3.25
3403,KUXIR'S MINIONS,Europe,22.0,5.0,12.0,5.0,442.43,5229683.0,575.9,229.65,612.0,10.0,8.0,0,False,2.0,4.4
3404,TEAM VITALITY,Europe,61.0,10.0,22.0,6.0,703.51,9279081.0,1030.96,388.29,1497.0,13.0,14.0,3,True,1.3,6.1
3405,FC BARCELONA,Europe,40.0,8.0,40.0,6.0,500.16,8706396.0,817.54,424.02,1212.0,14.0,13.0,2,False,1.75,5.0
3406,TEAM QUESO,Europe,44.0,11.0,24.0,10.0,524.9,6788680.0,790.45,247.25,947.0,20.0,11.0,3,True,1.82,4.0
3407,VODAFONE GIANTS,Europe,35.0,6.0,25.0,4.0,413.61,6511971.0,631.34,217.82,787.0,11.0,20.0,1,False,1.83,5.83
3408,TEAM BDS,Europe,25.0,10.0,18.0,6.0,336.59,5320045.0,488.65,248.68,805.0,9.0,7.0,3,True,0.9,2.5
3409,WILLIAMS RESOLVE,Europe,26.0,7.0,11.0,6.0,435.88,5503877.0,606.07,267.0,538.0,7.0,9.0,0,False,1.0,3.71
3410,MISFITS GAMING,Europe,33.0,7.0,19.0,5.0,610.73,6491473.0,695.11,311.78,851.0,15.0,13.0,1,False,2.14,4.71
3411,SK GAMING,Europe,32.0,9.0,21.0,8.0,416.72,6543660.0,663.77,315.56,956.0,13.0,15.0,3,True,1.44,3.56
3412,00 NATION,Europe,38.0,13.0,33.0,10.0,460.23,7480755.0,780.78,297.51,1203.0,14.0,11.0,3,True,1.08,2.92
3413,HEROIC,Europe,48.0,7.0,19.0,3.0,420.21,7902597.0,981.3,306.58,1097.0,11.0,14.0,2,False,1.57,6.86
3414,KARMINE CORP,Europe,26.0,9.0,19.0,7.0,356.91,5963251.0,522.35,322.91,1132.0,11.0,4.0,1,False,1.22,2.89
3415,TEAM VITALITY,Europe,31.0,12.0,14.0,10.0,401.22,6123938.0,659.46,280.27,1024.0,4.0,11.0,3,True,0.33,2.58
