,Team Name,Team Region,Shots,Goals,Saves,Assists,Time at Full Boost,Total Distance Moved,Time at Supersonic Speed,Time in High Air,Powerslide Distance,Demos Inflicted,Demos Taken,Score,Winner,Demos Per Goal,ShotsPerGoal
6619,TEAM ENVY,North America,43.0,10.0,18.0,10.0,513.78,8137215.0,957.67,337.66,1107.0,15.0,15.0,2,False,1.5,4.3
6620,ROGUE,North America,32.0,16.0,22.0,12.0,388.31,5036616.0,534.2,251.52,516.0,12.0,12.0,3,True,0.75,2.0
6621,ALLMID,North America,33.0,9.0,12.0,9.0,357.82,5299943.0,664.52,241.38,755.0,12.0,12.0,0,False,1.33,3.67
6622,G2 ESPORTS,North America,26.0,6.0,8.0,5.0,438.66,4464711.0,487.16,191.19,769.0,7.0,18.0,3,True,1.17,4.33
6623,CHARLOTTE PHOENIX,North America,13.0,3.0,18.0,3.0,297.33,4243353.0,353.55,212.1,704.0,18.0,7.0,0,False,6.0,4.33
6624,OXYGEN ESPORTS,North America,34.0,6.0,20.0,5.0,462.15,7660536.0,786.37,335.06,1246.0,14.0,9.0,2,False,2.33,5.67
6625,SUSQUEHANNA SONIQS,North America,38.0,10.0,22.0,9.0,567.92,7696430.0,833.84,352.91,1133.0,9.0,14.0,3,True,0.9,3.8
6626,G2 ESPORTS,North America,22.0,7.0,13.0,6.0,409.82,4587251.0,508.32,225.14,736.0,12.0,5.0,3,True,1.71,3.14
6627,SUSQUEHANNA SONIQS,North America,18.0,3.0,12.0,3.0,294.84,4484887.0,532.9,218.66,632.0,5.0,12.0,0,False,1.67,6.0
6628,OXYGEN ESPORTS,North America,34.0,10.0,38.0,9.0,506.27,8483873.0,847.25,371.0,1329.0,16.0,21.0,3,True,1.6,3.4
6629,CHARLOTTE PHOENIX,North America,49.0,8.0,16.0,6.0,604.57,8500378.0,808.42,358.8,1416.0,21.0,16.0,2,False,2.62,6.12
6630,G2 ESPORTS,North America,24.0,8.0,9.0,5.0,447.03,4988793.0,592.47,216.48,793.0,4.0,11.0,3,True,0.5,3.0
6631,OXYGEN ESPORTS,North America,19.0,5.0,11.0,5.0,265.77,4684152.0,419.18,217.53,807.0,11.0,4.0,0,False,2.2,3.8
6632,SUSQUEHANNA SONIQS,North America,34.0,8.0,20.0,6.0,489.27,6425710.0,707.64,280.61,1013.0,10.0,12.0,3,True,1.25,4.25
6633,CHARLOTTE PHOENIX,North America,35.0,7.0,20.0,6.0,437.07,6111974.0,535.1,279.19,1042.0,12.0,10.0,1,False,1.71,5.0
6634,SPACESTATION GAMING,North America,28.0,5.0,14.0,4.0,620.14,4441374.0,510.87,252.74,591.0,13.0,2.0,3,True,2.6,5.6
6635,TORRENT,North America,20.0,2.0,18.0,2.0,338.39,4178676.0,401.36,188.07,553.0,2.0,13.0,0,False,1.0,10.0
6636,COMPLEXITY GAMING,North America,41.0,7.0,10.0,5.0,215.92,3348497.0,450.68,146.07,386.0,9.0,9.0,3,True,1.29,5.86
6637,XSET,North America,13.0,2.0,24.0,1.0,210.51,3230599.0,394.09,136.77,525.0,9.0,9.0,0,False,4.5,6.5
6638,SPACESTATION GAMING,North America,53.0,7.0,21.0,5.0,874.69,7971113.0,902.48,354.95,1100.0,25.0,23.0,3,True,3.57,7.57
6639,XSET,North America,32.0,6.0,42.0,4.0,586.3,7946950.0,950.28,285.87,1359.0,23.0,25.0,2,False,3.83,5.33
6640,COMPLEXITY GAMING,North America,21.0,6.0,13.0,4.0,391.69,4461006.0,550.6,227.35,533.0,10.0,6.0,3,True,1.67,3.5
6641,TORRENT,North America,17.0,1.0,15.0,1.0,329.75,4230904.0,382.98,193.82,490.0,6.0,10.0,0,False,6.0,17.0
6642,SPACESTATION GAMING,North America,34.0,6.0,28.0,3.0,751.21,8137989.0,906.37,391.9,1132.0,23.0,14.0,1,False,3.83,5.67
6643,COMPLEXITY GAMING,North America,46.0,8.0,21.0,7.0,597.63,8182913.0,986.79,403.32,924.0,14.0,23.0,3,True,1.75,5.75
6644,XSET,North America,28.0,3.0,19.0,2.0,416.22,5996601.0,701.56,229.49,1073.0,14.0,13.0,1,False,4.67,9.33
6645,TORRENT,North America,34.0,8.0,18.0,4.0,445.75,5922557.0,642.14,221.89,805.0,13.0,14.0,3,True,1.62,4.25
6646,NRG ESPORTS,North America,46.0,15.0,11.0,13.0,409.51,6290729.0,748.02,306.29,956.0,13.0,10.0,3,True,0.87,3.07
6647,SHOPIFY REBELLION,North America,22.0,7.0,25.0,7.0,571.41,6173092.0,565.59,280.86,902.0,10.0,13.0,1,False,1.43,3.14
6648,VERSION1,North America,69.0,14.0,31.0,12.0,579.62,10796904.0,1303.13,451.21,1302.0,20.0,26.0,4,True,1.43,4.93
6649,COMPLEXITY GAMING,North America,50.0,13.0,45.0,13.0,755.23,10727293.0,1312.82,414.44,1267.0,26.0,20.0,3,False,2.0,3.85
6650,FAZE CLAN,North America,38.0,9.0,29.0,7.0,506.67,7843750.0,875.04,329.79,1331.0,12.0,14.0,1,False,1.33,4.22
6651,G2 ESPORTS,North America,48.0,9.0,20.0,7.0,666.62,8004463.0,900.82,317.67,1318.0,14.0,12.0,4,True,1.56,5.33
6652,VERSION1,North America,42.0,14.0,43.0,7.0,476.07,9304703.0,1057.75,443.97,1117.0,27.0,16.0,4,True,1.93,3.0
6653,G2 ESPORTS,North America,66.0,13.0,17.0,12.0,790.97,9433653.0,1076.68,357.67,1470.0,16.0,27.0,2,False,1.23,5.08
6654,TEAM ENVY,North America,33.0,6.0,16.0,6.0,447.04,6140999.0,670.61,246.25,824.0,21.0,9.0,1,False,3.5,5.5
6655,NRG ESPORTS,North America,38.0,11.0,22.0,10.0,402.4,6169872.0,762.22,278.3,907.0,9.0,21.0,3,True,0.82,3.45
6656,SUSQUEHANNA SONIQS,North America,32.0,4.0,22.0,2.0,531.28,6530483.0,744.56,328.29,1014.0,15.0,9.0,1,False,3.75,8.0
6657,TORRENT,North America,32.0,7.0,19.0,6.0,479.39,6075803.0,583.16,294.02,829.0,9.0,15.0,3,True,1.29,4.57
6658,RANDOMS,North America,24.0,10.0,14.0,9.0,362.29,4557185.0,447.37,209.78,504.0,11.0,11.0,3,True,1.1,2.4
6659,ROGUE,North America,18.0,2.0,14.0,1.0,334.58,4808500.0,545.21,224.3,486.0,11.0,11.0,0,False,5.5,9.0
6660,SPACESTATION GAMING,North America,48.0,8.0,19.0,4.0,703.96,7657515.0,834.82,274.24,1179.0,31.0,14.0,2,False,3.88,6.0
6661,OXYGEN ESPORTS,North America,35.0,7.0,33.0,6.0,411.95,7233852.0,678.3,298.15,1211.0,14.0,31.0,3,True,2.0,5.0
6662,NRG ESPORTS,North America,44.0,8.0,25.0,6.0,626.57,9041881.0,1089.88,392.81,1354.0,14.0,13.0,3,True,1.75,5.5
6663,TORRENT,North America,30.0,6.0,24.0,4.0,530.14,8580319.0,841.58,345.75,1192.0,13.0,14.0,2,False,2.17,5.0
6664,RANDOMS,North America,15.0,3.0,14.0,1.0,301.99,4270635.0,452.8,198.17,462.0,5.0,16.0,0,False,1.67,5.0
6665,OXYGEN ESPORTS,North America,27.0,7.0,10.0,7.0,328.44,4455152.0,438.71,192.38,723.0,16.0,5.0,3,True,2.29,3.86
6666,COMPLEXITY GAMING,North America,40.0,8.0,20.0,7.0,608.41,7733306.0,918.06,371.81,893.0,11.0,16.0,1,False,1.38,5.0
6667,NRG ESPORTS,North America,43.0,16.0,22.0,10.0,530.7,7858201.0,970.04,402.23,1227.0,16.0,11.0,4,True,1.0,2.69
6668,FAZE CLAN,North America,38.0,16.0,18.0,11.0,439.92,6487379.0,785.89,256.5,1079.0,10.0,13.0,4,True,0.62,2.38
6669,OXYGEN ESPORTS,North America,31.0,7.0,15.0,6.0,359.18,6352171.0,674.38,270.69,1063.0,13.0,10.0,0,False,1.86,4.43
6670,NRG ESPORTS,North America,53.0,14.0,46.0,10.0,799.74,12019317.0,1370.9,527.2,1860.0,29.0,16.0,4,True,2.07,3.79
6671,FAZE CLAN,North America,71.0,11.0,31.0,7.0,863.13,12009651.0,1427.62,522.67,1859.0,16.0,29.0,3,False,1.45,6.45
6672,G2 ESPORTS,North America,37.0,9.0,22.0,6.0,621.17,8119791.0,979.6,383.67,1303.0,16.0,14.0,1,False,1.78,4.11
6673,NRG ESPORTS,North America,35.0,9.0,18.0,7.0,559.25,7890722.0,940.56,395.95,1232.0,14.0,16.0,4,True,1.56,3.89
6674,VERSION1,North America,45.0,13.0,22.0,9.0,413.24,7641497.0,895.65,363.28,889.0,17.0,13.0,4,True,1.31,3.46
6675,NRG ESPORTS,North America,31.0,5.0,28.0,4.0,426.97,7591231.0,910.45,353.83,1234.0,13.0,17.0,1,False,2.6,6.2
6676,KRÜ ESPORTS,South America,44.0,14.0,4.0,11.0,438.04,4442904.0,470.67,198.38,718.0,17.0,4.0,3,True,1.21,3.14
6677,AQUAROSE,South America,9.0,1.0,21.0,0.0,305.22,4009974.0,432.9,176.56,742.0,4.0,17.0,0,False,4.0,9.0
6680,CHROMAX,South America,53.0,17.0,15.0,14.0,529.05,6507729.0,846.69,262.75,697.0,16.0,20.0,3,True,0.94,3.12
6681,SHOOT'EM,South America,23.0,9.0,27.0,7.0,347.53,6318767.0,670.13,247.12,881.0,20.0,16.0,1,False,2.22,2.56
6684,ATYPICAL,South America,26.0,8.0,15.0,5.0,325.02,5392224.0,726.75,202.88,730.0,6.0,4.0,3,True,0.75,3.25
6685,LEGACY,South America,20.0,5.0,18.0,3.0,393.61,5122854.0,579.04,177.06,485.0,4.0,6.0,0,False,0.8,4.0
6686,PAPO DE VISÃO,South America,20.0,6.0,11.0,4.0,513.58,4444897.0,500.59,198.37,413.0,5.0,2.0,3,True,0.83,3.33
6687,INCONTROL NATION,South America,15.0,2.0,11.0,0.0,385.47,4360540.0,384.89,190.05,531.0,2.0,5.0,0,False,1.0,7.5
6688,WIFU,South America,17.0,5.0,30.0,4.0,325.44,5883209.0,573.26,235.31,1091.0,8.0,5.0,1,False,1.6,3.4
6689,LEAVENOWITNESS,South America,46.0,11.0,9.0,9.0,545.5,6095558.0,603.72,303.31,745.0,5.0,8.0,3,True,0.45,4.18
6696,ATYPICAL,South America,30.0,9.0,13.0,8.0,629.16,5534871.0,742.98,210.98,757.0,17.0,7.0,3,True,1.89,3.33
6697,LEAVENOWITNESS,South America,24.0,4.0,17.0,4.0,337.54,4670638.0,455.22,217.16,581.0,7.0,17.0,0,False,1.75,6.0
6700,TRUE NEUTRAL,South America,45.0,10.0,22.0,5.0,655.53,8654992.0,835.97,409.53,1561.0,13.0,16.0,3,True,1.3,4.5
6701,AQUAROSE,South America,35.0,7.0,29.0,7.0,575.42,8933006.0,1070.37,430.64,1646.0,16.0,13.0,2,False,2.29,5.0
6704,WIFU,South America,31.0,8.0,22.0,7.0,415.12,5588774.0,561.76,235.0,1036.0,6.0,10.0,2,False,0.75,3.88
6705,LEGACY,South America,34.0,9.0,17.0,5.0,541.42,5720267.0,595.34,221.1,501.0,10.0,6.0,3,True,1.11,3.78
6706,SHOOT'EM,South America,41.0,14.0,14.0,10.0,454.42,6345250.0,692.25,281.69,732.0,19.0,9.0,3,True,1.36,2.93
6707,INCONTROL NATION,South America,28.0,10.0,20.0,9.0,602.51,6104639.0,571.8,328.87,731.0,9.0,19.0,1,False,0.9,2.8
6710,ATYPICAL,South America,23.0,4.0,13.0,4.0,262.65,4629285.0,551.09,196.07,681.0,8.0,11.0,0,False,2.0,5.75
6711,KRÜ ESPORTS,South America,29.0,8.0,14.0,5.0,339.63,4599225.0,515.21,167.8,786.0,11.0,8.0,3,True,1.38,3.62
6714,GUIDANCE GAMING,South America,31.0,9.0,28.0,8.0,506.5,7245474.0,770.68,365.16,1129.0,9.0,23.0,2,False,1.0,3.44
6715,SHOOT'EM,South America,52.0,15.0,18.0,9.0,490.67,7612127.0,795.04,306.45,1053.0,23.0,9.0,3,True,1.53,3.47
6716,LEAVENOWITNESS,South America,39.0,6.0,21.0,5.0,524.13,8404482.0,770.24,403.89,1121.0,11.0,18.0,2,False,1.83,6.5
6717,VIPERS ESPORTS,South America,34.0,7.0,30.0,5.0,835.44,8230172.0,740.64,397.1,1023.0,18.0,11.0,3,True,2.57,4.86
6720,WIFU,South America,39.0,12.0,31.0,6.0,421.64,7779100.0,754.66,269.38,1419.0,10.0,27.0,2,False,0.83,3.25
6721,NICE TRY!,South America,55.0,13.0,24.0,11.0,493.55,8356715.0,1097.14,230.43,936.0,27.0,10.0,3,True,2.08,4.23
6722,AQUAROSE,South America,26.0,8.0,21.0,7.0,523.69,6106664.0,719.01,280.99,1070.0,12.0,9.0,1,False,1.5,3.25
6723,INCONTROL NATION,South America,39.0,12.0,16.0,8.0,521.12,5911323.0,554.75,259.51,779.0,9.0,12.0,3,True,0.75,3.25
6724,RUBY,South America,46.0,11.0,20.0,8.0,696.53,6925104.0,892.92,315.93,906.0,15.0,22.0,3,True,1.36,4.18
6725,SHOOT'EM,South America,37.0,9.0,22.0,8.0,365.77,6522979.0,670.0,252.35,859.0,22.0,15.0,1,False,2.44,4.11
6726,ATYPICAL,South America,46.0,8.0,21.0,7.0,344.33,6412230.0,754.46,270.45,1019.0,15.0,15.0,1,False,1.88,5.75
6727,VIPERS ESPORTS,South America,35.0,9.0,34.0,8.0,463.2,5863215.0,541.25,238.92,778.0,15.0,15.0,3,True,1.67,3.89
6732,LEAVENOWITNESS,South America,32.0,11.0,15.0,8.0,435.34,6028455.0,628.64,287.35,745.0,9.0,11.0,3,True,0.82,2.91
6733,INCONTROL NATION,South America,26.0,10.0,16.0,6.0,562.57,5895961.0,557.43,332.18,717.0,11.0,9.0,1,False,1.1,2.6
6736,ATYPICAL,South America,19.0,9.0,7.0,7.0,191.72,3519427.0,477.3,125.82,500.0,8.0,9.0,3,True,0.89,2.11
6737,NICE TRY!,South America,15.0,4.0,6.0,2.0,190.66,3305404.0,424.66,106.38,341.0,9.0,8.0,0,False,2.25,3.75
6740,SHOOT'EM,South America,20.0,3.0,17.0,3.0,406.95,5911214.0,572.43,252.2,734.0,21.0,7.0,1,False,7.0,6.67
6741,LEAVENOWITNESS,South America,26.0,6.0,16.0,5.0,349.21,5678762.0,562.38,286.04,727.0,7.0,21.0,3,True,1.17,4.33
6742,SHIROGANE,Asia-Pacific North,43.0,16.0,1.0,13.0,262.07,4737858.0,488.63,199.21,621.0,8.0,4.0,3,True,0.5,2.69
6743,RICEBREAD,Asia-Pacific North,4.0,2.0,20.0,1.0,287.04,4406330.0,307.51,144.09,615.0,4.0,8.0,0,False,2.0,2.0
6744,TRUE PARROTS,Asia-Pacific North,25.0,16.0,6.0,12.0,377.73,4596932.0,448.92,176.67,601.0,10.0,4.0,3,True,0.62,1.56
6745,LV0,Asia-Pacific North,13.0,3.0,7.0,2.0,313.3,4485975.0,312.8,121.74,955.0,4.0,10.0,0,False,1.33,4.33
6746,MOTI MOTI GAMING,Asia-Pacific North,32.0,18.0,3.0,12.0,234.19,4741829.0,467.3,176.92,693.0,3.0,7.0,3,True,0.17,1.78
6747,YAKINIKU,Asia-Pacific North,7.0,2.0,12.0,1.0,231.72,4620251.0,340.3,148.6,774.0,7.0,3.0,0,False,3.5,3.5
6748,ALOHA,Asia-Pacific North,44.0,12.0,5.0,9.0,278.2,4591302.0,326.88,177.77,481.0,8.0,2.0,3,True,0.67,3.67
6749,RHYTHM,Asia-Pacific North,12.0,3.0,22.0,2.0,417.25,4118577.0,190.37,147.79,698.0,2.0,8.0,0,False,0.67,4.0
6750,GRACESBLAZE REFINE,Asia-Pacific North,28.0,7.0,8.0,5.0,443.55,4549730.0,503.62,196.36,472.0,4.0,3.0,3,True,0.57,4.0
6751,TERA,Asia-Pacific North,13.0,3.0,16.0,3.0,227.98,4275018.0,268.75,159.78,805.0,3.0,4.0,0,False,1.0,4.33
6752,AQUA,Asia-Pacific North,30.0,12.0,17.0,10.0,369.66,6199839.0,646.65,158.59,840.0,7.0,8.0,3,True,0.58,2.5
6753,YAMANEKO,Asia-Pacific North,26.0,7.0,14.0,4.0,444.37,5929850.0,492.6,155.23,1036.0,8.0,7.0,1,False,1.14,3.71
6754,SYLPHIDE,Asia-Pacific North,24.0,9.0,14.0,8.0,282.46,4978183.0,303.3,177.98,841.0,5.0,8.0,0,False,0.56,2.67
6755,NOR,Asia-Pacific North,35.0,13.0,13.0,9.0,366.11,5167833.0,485.69,192.78,757.0,8.0,5.0,3,True,0.62,2.69
6756,RESOLUTE,Asia-Pacific North,15.0,2.0,17.0,2.0,255.77,4439359.0,400.33,133.92,681.0,5.0,7.0,0,False,2.5,7.5
6757,DOGMA,Asia-Pacific North,32.0,11.0,9.0,6.0,354.46,4613060.0,482.15,148.58,867.0,7.0,5.0,3,True,0.64,2.91
6758,SHIROGANE,Asia-Pacific North,35.0,12.0,13.0,9.0,336.52,6163497.0,623.52,202.2,770.0,8.0,13.0,3,True,0.67,2.92
6759,AQUA,Asia-Pacific North,26.0,8.0,13.0,6.0,300.79,6114231.0,599.92,193.15,871.0,13.0,8.0,1,False,1.62,3.25
6762,MOTI MOTI GAMING,Asia-Pacific North,20.0,4.0,14.0,4.0,288.52,6068650.0,591.63,230.49,992.0,10.0,12.0,1,False,2.5,5.0
6763,DOGMA,Asia-Pacific North,30.0,8.0,12.0,6.0,422.85,6229397.0,585.48,229.23,1236.0,12.0,10.0,3,True,1.5,3.75
6764,ALOHA,Asia-Pacific North,33.0,11.0,9.0,7.0,326.75,5457961.0,456.67,223.75,609.0,6.0,7.0,3,True,0.55,3.0
6765,GRACESBLAZE REFINE,Asia-Pacific North,19.0,7.0,17.0,6.0,467.49,5440888.0,608.3,201.96,608.0,7.0,6.0,0,False,1.0,2.71
6768,SYLPHIDE,Asia-Pacific North,45.0,17.0,12.0,15.0,447.26,6027580.0,368.19,229.18,967.0,6.0,6.0,3,True,0.35,2.65
6769,LV0,Asia-Pacific North,19.0,7.0,16.0,7.0,479.46,6112950.0,441.86,212.27,1182.0,6.0,6.0,1,False,0.86,2.71
6770,RESOLUTE,Asia-Pacific North,26.0,8.0,10.0,6.0,403.51,6223537.0,598.92,194.49,1016.0,5.0,4.0,1,False,0.62,3.25
6771,YAKINIKU,Asia-Pacific North,33.0,17.0,12.0,11.0,347.06,6226535.0,497.02,204.26,997.0,4.0,5.0,3,True,0.24,1.94
6772,TERA,Asia-Pacific North,30.0,15.0,6.0,11.0,294.85,4458793.0,310.38,154.32,782.0,6.0,5.0,3,True,0.4,2.0
6773,RHYTHM,Asia-Pacific North,10.0,3.0,9.0,2.0,422.9,4231879.0,223.9,123.8,591.0,5.0,6.0,0,False,1.67,3.33
6774,ALOHA,Asia-Pacific North,25.0,10.0,9.0,8.0,283.63,4587930.0,388.07,156.42,541.0,8.0,7.0,3,True,0.8,2.5
6775,DOGMA,Asia-Pacific North,17.0,5.0,12.0,5.0,319.85,4477016.0,370.43,157.19,863.0,7.0,8.0,0,False,1.4,3.4
6776,NOR,Asia-Pacific North,20.0,7.0,13.0,6.0,247.14,4543339.0,444.63,141.02,752.0,8.0,5.0,0,False,1.14,2.86
6777,SHIROGANE,Asia-Pacific North,30.0,11.0,5.0,8.0,249.89,4756655.0,500.22,158.72,674.0,5.0,8.0,3,True,0.45,2.73
6778,MOTI MOTI GAMING,Asia-Pacific North,34.0,9.0,17.0,9.0,377.97,7761130.0,763.75,249.56,1211.0,24.0,7.0,3,True,2.67,3.78
6779,SYLPHIDE,Asia-Pacific North,32.0,8.0,16.0,6.0,380.17,7215893.0,443.64,223.77,1076.0,7.0,24.0,2,False,0.88,4.0
6784,AQUA,Asia-Pacific North,24.0,15.0,14.0,9.0,273.48,4565076.0,437.24,155.87,666.0,11.0,4.0,3,True,0.73,1.6
6785,TERA,Asia-Pacific North,24.0,3.0,6.0,2.0,273.31,4404483.0,323.48,184.95,651.0,4.0,11.0,0,False,1.33,8.0
6786,RESOLUTE,Asia-Pacific North,35.0,17.0,17.0,7.0,437.43,5991905.0,540.17,195.15,987.0,10.0,4.0,3,True,0.59,2.06
6787,RICEBREAD,Asia-Pacific North,28.0,6.0,10.0,3.0,506.93,5914276.0,400.45,169.37,597.0,4.0,10.0,1,False,0.67,4.67
6788,LV0,Asia-Pacific North,29.0,15.0,18.0,8.0,390.39,5915304.0,410.84,165.49,1153.0,7.0,5.0,3,True,0.47,1.93
6789,RHYTHM,Asia-Pacific North,31.0,9.0,9.0,4.0,833.33,5861610.0,347.47,175.33,858.0,5.0,7.0,1,False,0.56,3.44
6790,NOR,Asia-Pacific North,49.0,13.0,24.0,9.0,510.56,7986559.0,727.39,308.14,1192.0,7.0,16.0,3,True,0.54,3.77
6791,MOTI MOTI GAMING,Asia-Pacific North,36.0,4.0,31.0,3.0,373.18,8196279.0,756.22,291.28,1246.0,16.0,7.0,2,False,4.0,9.0
6792,DOGMA,Asia-Pacific North,50.0,13.0,16.0,8.0,666.1,8836324.0,795.67,304.16,1878.0,15.0,10.0,3,True,1.15,3.85
6793,AQUA,Asia-Pacific North,34.0,12.0,29.0,11.0,462.42,8726228.0,817.04,273.95,1257.0,10.0,15.0,2,False,0.83,2.83
6796,SYLPHIDE,Asia-Pacific North,29.0,7.0,8.0,6.0,244.57,4210019.0,237.94,131.67,657.0,5.0,7.0,3,True,0.71,4.14
6797,RESOLUTE,Asia-Pacific North,9.0,0.0,16.0,0.0,363.8,4202095.0,356.46,108.35,786.0,7.0,5.0,0,False,inf,inf
6798,YAMANEKO,Asia-Pacific North,29.0,8.0,9.0,7.0,415.09,4332860.0,304.32,117.53,743.0,5.0,5.0,3,True,0.62,3.62
6799,LV0,Asia-Pacific North,14.0,3.0,17.0,2.0,320.43,4231244.0,282.09,92.93,848.0,5.0,5.0,0,False,1.67,4.67
6800,TERA,Asia-Pacific North,37.0,11.0,14.0,8.0,434.37,5928123.0,444.44,158.87,1015.0,12.0,14.0,3,True,1.09,3.36
6801,YAKINIKU,Asia-Pacific North,27.0,8.0,18.0,8.0,372.87,5962680.0,432.25,178.03,1119.0,14.0,12.0,1,False,1.75,3.38
6802,AQUA,Asia-Pacific North,35.0,7.0,23.0,5.0,422.96,7720640.0,697.08,212.58,1157.0,13.0,17.0,3,True,1.86,5.0
6803,GRACESBLAZE REFINE,Asia-Pacific North,37.0,5.0,24.0,4.0,627.49,7998960.0,856.52,288.39,1022.0,17.0,13.0,2,False,3.4,7.4
6804,MOTI MOTI GAMING,Asia-Pacific North,40.0,9.0,19.0,6.0,321.42,7327262.0,599.22,252.42,1171.0,14.0,6.0,3,True,1.56,4.44
6805,TERA,Asia-Pacific North,32.0,9.0,21.0,8.0,465.53,7212419.0,505.55,261.43,1087.0,6.0,14.0,2,False,0.67,3.56
6806,YAMANEKO,Asia-Pacific North,14.0,5.0,12.0,5.0,322.57,4493062.0,360.94,161.82,743.0,9.0,2.0,0,False,1.8,2.8
6807,SYLPHIDE,Asia-Pacific North,30.0,11.0,7.0,8.0,232.45,4382497.0,262.06,145.17,676.0,2.0,9.0,3,True,0.18,2.73
6812,EVOLVED GAMING,Sub-Saharan Africa,38.0,15.0,13.0,10.0,466.43,5967460.0,512.61,169.96,724.0,6.0,10.0,3,True,0.4,2.53
6813,SUZAKU,Sub-Saharan Africa,23.0,7.0,14.0,5.0,489.19,6180063.0,652.87,178.79,687.0,10.0,6.0,1,False,1.43,3.29
6816,UNITY,Sub-Saharan Africa,31.0,12.0,16.0,9.0,370.44,5950971.0,517.3,134.2,795.0,10.0,18.0,3,True,0.83,2.58
6817,ACES!,Sub-Saharan Africa,25.0,7.0,14.0,6.0,488.39,6298074.0,630.66,128.89,688.0,18.0,10.0,1,False,2.57,3.57
6820,TEAM TKO,Sub-Saharan Africa,30.0,9.0,15.0,7.0,447.56,5844895.0,665.41,219.85,622.0,5.0,10.0,3,True,0.56,3.33
6821,KITSUNE,Sub-Saharan Africa,32.0,4.0,16.0,4.0,346.15,5858175.0,547.59,150.36,610.0,10.0,5.0,1,False,2.5,8.0
6828,BARNEY AND HIS DINOSAURS,Sub-Saharan Africa,38.0,15.0,18.0,11.0,564.25,7811826.0,734.29,226.23,986.0,11.0,9.0,2,False,0.73,2.53
6829,UNITY,Sub-Saharan Africa,38.0,13.0,19.0,7.0,470.0,7581898.0,683.42,210.83,1000.0,9.0,11.0,3,True,0.69,2.92
6830,PWB,Sub-Saharan Africa,47.0,17.0,19.0,14.0,680.4,8334048.0,752.22,301.57,1306.0,14.0,15.0,3,True,0.82,2.76
6831,EVOLVED GAMING,Sub-Saharan Africa,30.0,9.0,20.0,5.0,624.86,8165581.0,696.28,256.33,916.0,15.0,14.0,2,False,1.67,3.33
6834,KITSUNE,Sub-Saharan Africa,32.0,10.0,14.0,8.0,526.03,7699234.0,694.44,250.44,800.0,15.0,9.0,1,False,1.5,3.2
6835,DAPPER DOGS,Sub-Saharan Africa,39.0,14.0,18.0,10.0,415.71,7350962.0,489.94,232.53,975.0,9.0,15.0,3,True,0.64,2.79
6836,ACES!,Sub-Saharan Africa,29.0,12.0,20.0,8.0,607.67,6533839.0,664.0,165.75,712.0,22.0,16.0,3,True,1.83,2.42
6837,OFA,Sub-Saharan Africa,32.0,4.0,14.0,2.0,378.19,6813513.0,736.67,180.54,905.0,16.0,22.0,1,False,4.0,8.0
6842,PWB,Sub-Saharan Africa,33.0,12.0,15.0,10.0,594.59,7434672.0,689.23,222.14,1032.0,9.0,10.0,3,True,0.75,2.75
6843,UNITY,Sub-Saharan Africa,31.0,10.0,17.0,9.0,396.98,7232200.0,651.6,221.1,1006.0,10.0,9.0,2,False,1.0,3.1
6846,TEAM ESPIONAGE,Sub-Saharan Africa,46.0,13.0,24.0,8.0,428.96,8031907.0,732.0,197.28,1247.0,17.0,16.0,3,True,1.31,3.54
6847,ACES!,Sub-Saharan Africa,35.0,7.0,27.0,4.0,563.86,8117438.0,836.32,174.89,852.0,16.0,17.0,1,False,2.29,5.0
6848,EVOLVED GAMING,Sub-Saharan Africa,49.0,11.0,28.0,10.0,577.91,6992313.0,609.65,180.6,895.0,11.0,15.0,3,True,1.0,4.45
6849,SYNERGY GAMING,Sub-Saharan Africa,40.0,9.0,28.0,7.0,602.12,7108894.0,683.57,225.45,766.0,15.0,11.0,1,False,1.67,4.44
6852,KITSUNE,Sub-Saharan Africa,37.0,16.0,14.0,9.0,403.5,7232547.0,686.42,181.11,792.0,15.0,15.0,1,False,0.94,2.31
6853,CRYPTIC,Sub-Saharan Africa,27.0,11.0,13.0,6.0,551.58,6970743.0,630.89,219.78,670.0,15.0,15.0,3,True,1.36,2.45
6856,UNITY,Sub-Saharan Africa,36.0,10.0,20.0,8.0,455.17,7320205.0,592.55,211.06,907.0,8.0,13.0,2,False,0.8,3.6
6857,SUZAKU,Sub-Saharan Africa,40.0,11.0,17.0,7.0,743.86,7662140.0,881.39,244.76,907.0,13.0,8.0,3,True,1.18,3.64
6858,YANKEES WITH NO BRIM,Sub-Saharan Africa,22.0,5.0,14.0,4.0,470.86,5797877.0,549.28,167.36,614.0,7.0,9.0,1,False,1.4,4.4
6859,EVOLVED GAMING,Sub-Saharan Africa,28.0,13.0,13.0,9.0,508.08,5926730.0,552.41,182.96,716.0,9.0,7.0,3,True,0.69,2.15
6864,ACES!,Sub-Saharan Africa,42.0,13.0,21.0,10.0,714.16,8461879.0,905.08,170.47,826.0,29.0,7.0,2,False,2.23,3.23
6865,CRYPTIC,Sub-Saharan Africa,40.0,12.0,20.0,7.0,506.21,8025206.0,762.89,166.64,889.0,7.0,29.0,3,True,0.58,3.33
6870,UNITY,Sub-Saharan Africa,11.0,2.0,9.0,2.0,199.67,2854802.0,231.49,50.53,319.0,2.0,8.0,0,False,1.0,5.5
